Well:	Amstelland	Gauge:	9380	Date:	Saturday, 9 December 2023
Test:	XLOT_9dec	Position:gauge depth 1.383 m MD	Time:	21:24:09
Uncompressed export: All data points included.

No Points: 33792     
Time			Delta Time	Pressure	Temperature
			Hours		psi absolute	°C
10-12-2023 22:38:03	25,23166667	  1670,156	    39,1
10-12-2023 22:38:06	25,23250000	  1670,156	    39,1
10-12-2023 22:38:09	25,23333333	  1670,156	    39,1
10-12-2023 22:38:12	25,23416667	  1670,490	    39,1
10-12-2023 22:38:15	25,23500000	  1670,278	    39,1
10-12-2023 22:38:18	25,23583333	  1670,278	    39,1
10-12-2023 22:38:21	25,23666667	  1670,278	    39,1
10-12-2023 22:38:24	25,23750000	  1670,278	    39,1
10-12-2023 22:38:27	25,23833333	  1670,400	    39,2
10-12-2023 22:38:30	25,23916667	  1670,400	    39,2
10-12-2023 22:38:33	25,24000000	  1670,521	    39,2
10-12-2023 22:38:36	25,24083333	  1670,400	    39,2
10-12-2023 22:38:39	25,24166667	  1670,187	    39,2
10-12-2023 22:38:42	25,24250000	  1670,187	    39,2
10-12-2023 22:38:45	25,24333333	  1670,187	    39,2
10-12-2023 22:38:48	25,24416667	  1670,187	    39,2
10-12-2023 22:38:51	25,24500000	  1670,309	    39,2
10-12-2023 22:38:54	25,24583333	  1669,853	    39,2
10-12-2023 22:38:57	25,24666667	  1669,975	    39,2
10-12-2023 22:39:00	25,24750000	  1670,097	    39,2
10-12-2023 22:39:03	25,24833333	  1668,973	    39,2
10-12-2023 22:39:06	25,24916667	  1669,095	    39,2
10-12-2023 22:39:09	25,25000000	  1669,429	    39,2
10-12-2023 22:39:12	25,25083333	  1669,429	    39,2
10-12-2023 22:39:15	25,25166667	  1669,095	    39,2
10-12-2023 22:39:18	25,25250000	  1669,884	    39,2
10-12-2023 22:39:21	25,25333333	  1669,095	    39,2
10-12-2023 22:39:24	25,25416667	  1669,550	    39,2
10-12-2023 22:39:27	25,25500000	  1669,550	    39,2
10-12-2023 22:39:30	25,25583333	  1669,338	    39,3
10-12-2023 22:39:33	25,25666667	  1669,338	    39,3
10-12-2023 22:39:36	25,25750000	  1669,338	    39,3
10-12-2023 22:39:39	25,25833333	  1669,338	    39,3
10-12-2023 22:39:42	25,25916667	  1669,338	    39,3
10-12-2023 22:39:45	25,26000000	  1669,338	    39,3
10-12-2023 22:39:48	25,26083333	  1669,460	    39,3
10-12-2023 22:39:51	25,26166667	  1669,460	    39,3
10-12-2023 22:39:54	25,26250000	  1669,126	    39,3
10-12-2023 22:39:57	25,26333333	  1669,126	    39,3
10-12-2023 22:40:00	25,26416667	  1669,460	    39,3
10-12-2023 22:40:03	25,26500000	  1669,247	    39,3
10-12-2023 22:40:06	25,26583333	  1669,247	    39,3
10-12-2023 22:40:09	25,26666667	  1669,581	    39,3
10-12-2023 22:40:12	25,26750000	  1668,913	    39,3
10-12-2023 22:40:15	25,26833333	  1668,913	    39,3
10-12-2023 22:40:18	25,26916667	  1669,247	    39,3
10-12-2023 22:40:21	25,27000000	  1668,579	    39,3
10-12-2023 22:40:24	25,27083333	  1669,035	    39,3
10-12-2023 22:40:27	25,27166667	  1669,035	    39,3
10-12-2023 22:40:30	25,27250000	  1668,701	    39,3
10-12-2023 22:40:33	25,27333333	  1669,035	    39,3
10-12-2023 22:40:36	25,27416667	  1669,035	    39,3
10-12-2023 22:40:39	25,27500000	  1668,823	    39,3
10-12-2023 22:40:42	25,27583333	  1668,701	    39,3
10-12-2023 22:40:45	25,27666667	  1669,156	    39,3
10-12-2023 22:40:48	25,27750000	  1668,823	    39,3
10-12-2023 22:40:51	25,27833333	  1668,944	    39,3
10-12-2023 22:40:54	25,27916667	  1668,823	    39,3
10-12-2023 22:40:57	25,28000000	  1669,278	    39,3
10-12-2023 22:41:00	25,28083333	  1669,278	    39,3
10-12-2023 22:41:03	25,28166667	  1668,944	    39,3
10-12-2023 22:41:06	25,28250000	  1669,278	    39,3
10-12-2023 22:41:09	25,28333333	  1668,944	    39,3
10-12-2023 22:41:12	25,28416667	  1668,944	    39,3
10-12-2023 22:41:15	25,28500000	  1668,944	    39,3
10-12-2023 22:41:18	25,28583333	  1668,944	    39,3
10-12-2023 22:41:21	25,28666667	  1668,944	    39,3
10-12-2023 22:41:24	25,28750000	  1669,065	    39,4
10-12-2023 22:41:27	25,28833333	  1668,944	    39,3
10-12-2023 22:41:30	25,28916667	  1669,065	    39,4
10-12-2023 22:41:33	25,29000000	  1669,065	    39,4
10-12-2023 22:41:36	25,29083333	  1668,732	    39,4
10-12-2023 22:41:39	25,29166667	  1669,065	    39,4
10-12-2023 22:41:42	25,29250000	  1668,853	    39,4
10-12-2023 22:41:45	25,29333333	  1668,853	    39,4
10-12-2023 22:41:48	25,29416667	  1668,732	    39,4
10-12-2023 22:41:51	25,29500000	  1668,398	    39,4
10-12-2023 22:41:54	25,29583333	  1668,398	    39,4
10-12-2023 22:41:57	25,29666667	  1669,733	    39,4
10-12-2023 22:42:00	25,29750000	  1667,396	    39,4
10-12-2023 22:42:03	25,29833333	  1668,732	    39,4
10-12-2023 22:42:06	25,29916667	  1668,185	    39,4
10-12-2023 22:42:09	25,30000000	  1667,730	    39,4
10-12-2023 22:42:12	25,30083333	  1668,853	    39,4
10-12-2023 22:42:15	25,30166667	  1668,185	    39,4
10-12-2023 22:42:18	25,30250000	  1668,185	    39,4
10-12-2023 22:42:21	25,30333333	  1668,853	    39,4
10-12-2023 22:42:24	25,30416667	  1668,519	    39,4
10-12-2023 22:42:27	25,30500000	  1668,853	    39,4
10-12-2023 22:42:30	25,30583333	  1668,519	    39,4
10-12-2023 22:42:33	25,30666667	  1670,189	    39,4
10-12-2023 22:42:36	25,30750000	  1668,853	    39,4
10-12-2023 22:42:39	25,30833333	  1668,307	    39,4
10-12-2023 22:42:42	25,30916667	  1669,187	    39,4
10-12-2023 22:42:45	25,31000000	  1671,646	    39,4
10-12-2023 22:42:48	25,31083333	  1672,982	    39,4
10-12-2023 22:42:51	25,31166667	  1666,181	    39,4
10-12-2023 22:42:54	25,31250000	  1673,650	    39,4
10-12-2023 22:42:57	25,31333333	  1665,847	    39,4
10-12-2023 22:43:00	25,31416667	  1669,642	    39,4
10-12-2023 22:43:03	25,31500000	  1669,308	    39,4
10-12-2023 22:43:06	25,31583333	  1668,974	    39,4
10-12-2023 22:43:09	25,31666667	  1669,308	    39,4
10-12-2023 22:43:12	25,31750000	  1669,976	    39,4
10-12-2023 22:43:15	25,31833333	  1668,853	    39,4
10-12-2023 22:43:18	25,31916667	  1669,308	    39,4
10-12-2023 22:43:21	25,32000000	  1669,642	    39,4
10-12-2023 22:43:24	25,32083333	  1669,308	    39,4
10-12-2023 22:43:27	25,32166667	  1669,308	    39,4
10-12-2023 22:43:30	25,32250000	  1669,308	    39,4
10-12-2023 22:43:33	25,32333333	  1680,330	    39,4
10-12-2023 22:43:36	25,32416667	  1672,982	    39,4
10-12-2023 22:43:39	25,32500000	  1687,465	    39,4
10-12-2023 22:43:42	25,32583333	  1666,515	    39,4
10-12-2023 22:43:45	25,32666667	  1678,326	    39,4
10-12-2023 22:43:48	25,32750000	  1682,334	    39,4
10-12-2023 22:43:51	25,32833333	  1665,969	    39,4
10-12-2023 22:43:54	25,32916667	  1671,980	    39,4
10-12-2023 22:43:57	25,33000000	  1672,648	    39,4
10-12-2023 22:44:00	25,33083333	  1664,967	    39,4
10-12-2023 22:44:03	25,33166667	  1668,641	    39,4
10-12-2023 22:44:06	25,33250000	  1669,642	    39,4
10-12-2023 22:44:09	25,33333333	  1667,305	    39,4
10-12-2023 22:44:12	25,33416667	  1668,974	    39,4
10-12-2023 22:44:15	25,33500000	  1672,982	    39,4
10-12-2023 22:44:18	25,33583333	  1677,658	    39,4
10-12-2023 22:44:21	25,33666667	  1680,664	    39,4
10-12-2023 22:44:24	25,33750000	  1690,349	    39,4
10-12-2023 22:44:27	25,33833333	  1690,349	    39,4
10-12-2023 22:44:30	25,33916667	  1687,343	    39,4
10-12-2023 22:44:33	25,34000000	  1692,353	    39,4
10-12-2023 22:44:36	25,34083333	  1689,347	    39,4
10-12-2023 22:44:39	25,34166667	  1689,013	    39,4
10-12-2023 22:44:42	25,34250000	  1692,687	    39,4
10-12-2023 22:44:45	25,34333333	  1692,019	    39,4
10-12-2023 22:44:48	25,34416667	  1693,567	    39,4
10-12-2023 22:44:51	25,34500000	  1694,902	    39,4
10-12-2023 22:44:54	25,34583333	  1692,899	    39,4
10-12-2023 22:44:57	25,34666667	  1693,567	    39,4
10-12-2023 22:45:00	25,34750000	  1693,778	    39,4
10-12-2023 22:45:03	25,34833333	  1695,448	    39,4
10-12-2023 22:45:06	25,34916667	  1692,320	    39,3
10-12-2023 22:45:09	25,35000000	  1694,324	    39,3
10-12-2023 22:45:12	25,35083333	  1694,869	    39,3
10-12-2023 22:45:15	25,35166667	  1689,404	    39,3
10-12-2023 22:45:18	25,35250000	  1696,083	    39,3
10-12-2023 22:45:21	25,35333333	  1698,631	    39,3
10-12-2023 22:45:24	25,35416667	  1719,878	    39,3
10-12-2023 22:45:27	25,35500000	  1760,280	    39,3
10-12-2023 22:45:30	25,35583333	  1800,348	    39,3
10-12-2023 22:45:33	25,35666667	  1796,675	    39,3
10-12-2023 22:45:36	25,35750000	  1789,203	    39,3
10-12-2023 22:45:39	25,35833333	  1824,803	    39,3
10-12-2023 22:45:42	25,35916667	  1817,331	    39,2
10-12-2023 22:45:45	25,36000000	  1807,856	    39,2
10-12-2023 22:45:48	25,36083333	  1806,729	    39,2
10-12-2023 22:45:51	25,36166667	  1806,269	    39,2
10-12-2023 22:45:54	25,36250000	  1820,830	    39,2
10-12-2023 22:45:57	25,36333333	  1855,420	    39,1
10-12-2023 22:46:00	25,36416667	  1846,819	    39,1
10-12-2023 22:46:03	25,36500000	  1839,810	    39,1
10-12-2023 22:46:06	25,36583333	  1842,225	    39,0
10-12-2023 22:46:09	25,36666667	  1845,435	    39,0
10-12-2023 22:46:12	25,36750000	  1837,425	    39,0
10-12-2023 22:46:15	25,36833333	  1824,156	    39,0
10-12-2023 22:46:18	25,36916667	  1827,366	    39,0
10-12-2023 22:46:21	25,37000000	  1822,360	    39,0
10-12-2023 22:46:24	25,37083333	  1826,238	    39,0
10-12-2023 22:46:27	25,37166667	  1828,447	    38,9
10-12-2023 22:46:30	25,37250000	  1823,108	    38,9
10-12-2023 22:46:33	25,37333333	  1828,447	    38,9
10-12-2023 22:46:36	25,37416667	  1832,991	    38,9
10-12-2023 22:46:39	25,37500000	  1839,999	    38,9
10-12-2023 22:46:42	25,37583333	  1850,677	    38,9
10-12-2023 22:46:45	25,37666667	  1852,473	    38,9
10-12-2023 22:46:48	25,37750000	  1834,120	    38,9
10-12-2023 22:46:51	25,37833333	  1828,447	    38,9
10-12-2023 22:46:54	25,37916667	  1844,464	    38,9
10-12-2023 22:46:57	25,38000000	  1851,138	    38,9
10-12-2023 22:47:00	25,38083333	  1825,443	    38,9
10-12-2023 22:47:03	25,38166667	  1822,026	    39,0
10-12-2023 22:47:06	25,38250000	  1841,716	    39,0
10-12-2023 22:47:09	25,38333333	  1847,183	    39,0
10-12-2023 22:47:12	25,38416667	  1851,855	    39,0
10-12-2023 22:47:15	25,38500000	  1853,985	    39,0
10-12-2023 22:47:18	25,38583333	  1848,439	    39,0
10-12-2023 22:47:21	25,38666667	  1834,755	    39,0
10-12-2023 22:47:24	25,38750000	  1837,219	    39,0
10-12-2023 22:47:27	25,38833333	  1828,334	    39,1
10-12-2023 22:47:30	25,38916667	  1814,983	    39,1
10-12-2023 22:47:33	25,39000000	  1826,585	    39,1
10-12-2023 22:47:36	25,39083333	  1846,947	    39,1
10-12-2023 22:47:39	25,39166667	  1854,084	    39,1
10-12-2023 22:47:42	25,39250000	  1858,090	    39,1
10-12-2023 22:47:45	25,39333333	  1858,552	    39,2
10-12-2023 22:47:48	25,39416667	  1865,357	    39,2
10-12-2023 22:47:51	25,39500000	  1882,844	    39,2
10-12-2023 22:47:54	25,39583333	  1895,121	    39,2
10-12-2023 22:47:57	25,39666667	  1901,464	    39,2
10-12-2023 22:48:00	25,39750000	  1883,436	    39,2
10-12-2023 22:48:03	25,39833333	  1912,741	    39,3
10-12-2023 22:48:06	25,39916667	  1909,736	    39,3
10-12-2023 22:48:09	25,40000000	  1900,517	    39,3
10-12-2023 22:48:12	25,40083333	  1892,170	    39,3
10-12-2023 22:48:15	25,40166667	  1910,664	    39,3
10-12-2023 22:48:18	25,40250000	  1895,433	    39,3
10-12-2023 22:48:21	25,40333333	  1925,616	    39,3
10-12-2023 22:48:24	25,40416667	  1884,542	    39,3
10-12-2023 22:48:27	25,40500000	  1914,522	    39,4
10-12-2023 22:48:30	25,40583333	  1900,496	    39,4
10-12-2023 22:48:33	25,40666667	  1929,012	    39,4
10-12-2023 22:48:36	25,40750000	  1927,268	    39,5
10-12-2023 22:48:39	25,40833333	  1892,534	    39,5
10-12-2023 22:48:42	25,40916667	  1910,699	    39,5
10-12-2023 22:48:45	25,41000000	  1866,611	    39,5
10-12-2023 22:48:48	25,41083333	  1935,879	    39,5
10-12-2023 22:48:51	25,41166667	  1890,249	    39,5
10-12-2023 22:48:54	25,41250000	  1930,795	    39,5
10-12-2023 22:48:57	25,41333333	  1896,853	    39,5
10-12-2023 22:49:00	25,41416667	  1898,523	    39,5
10-12-2023 22:49:03	25,41500000	  1921,368	    39,6
10-12-2023 22:49:06	25,41583333	  1886,087	    39,6
10-12-2023 22:49:09	25,41666667	  1935,659	    39,6
10-12-2023 22:49:12	25,41750000	  1871,645	    39,6
10-12-2023 22:49:15	25,41833333	  1925,229	    39,7
10-12-2023 22:49:18	25,41916667	  1889,146	    39,7
10-12-2023 22:49:21	25,42000000	  1934,380	    39,7
10-12-2023 22:49:24	25,42083333	  1921,814	    39,7
10-12-2023 22:49:27	25,42166667	  1910,249	    39,7
10-12-2023 22:49:30	25,42250000	  1912,254	    39,7
10-12-2023 22:49:33	25,42333333	  1877,298	    39,7
10-12-2023 22:49:36	25,42416667	  1926,213	    39,8
10-12-2023 22:49:39	25,42500000	  1888,120	    39,8
10-12-2023 22:49:42	25,42583333	  1934,029	    39,8
10-12-2023 22:49:45	25,42666667	  1890,588	    39,8
10-12-2023 22:49:48	25,42750000	  1914,109	    39,8
10-12-2023 22:49:51	25,42833333	  1910,562	    39,8
10-12-2023 22:49:54	25,42916667	  1908,557	    39,8
10-12-2023 22:49:57	25,43000000	  1925,861	    39,8
10-12-2023 22:50:00	25,43083333	  1880,280	    39,8
10-12-2023 22:50:03	25,43166667	  1920,514	    39,8
10-12-2023 22:50:06	25,43250000	  1879,868	    39,9
10-12-2023 22:50:09	25,43333333	  1940,028	    39,9
10-12-2023 22:50:12	25,43416667	  1911,415	    39,9
10-12-2023 22:50:15	25,43500000	  1926,121	    39,9
10-12-2023 22:50:18	25,43583333	  1915,221	    39,9
10-12-2023 22:50:21	25,43666667	  1888,481	    39,9
10-12-2023 22:50:24	25,43750000	  1927,718	    39,9
10-12-2023 22:50:27	25,43833333	  1878,917	    39,9
10-12-2023 22:50:30	25,43916667	  1939,417	    39,9
10-12-2023 22:50:33	25,44000000	  1879,713	    40,0
10-12-2023 22:50:36	25,44083333	  1926,177	    40,0
10-12-2023 22:50:39	25,44166667	  1906,789	    40,0
10-12-2023 22:50:42	25,44250000	  1921,627	    40,0
10-12-2023 22:50:45	25,44333333	  1932,324	    40,0
10-12-2023 22:50:48	25,44416667	  1888,199	    40,0
10-12-2023 22:50:51	25,44500000	  1923,428	    40,0
10-12-2023 22:50:54	25,44583333	  1871,279	    40,0
10-12-2023 22:50:57	25,44666667	  1941,480	    40,0
10-12-2023 22:51:00	25,44750000	  1898,151	    40,0
10-12-2023 22:51:03	25,44833333	  1934,460	    40,0
10-12-2023 22:51:06	25,44916667	  1910,520	    40,0
10-12-2023 22:51:09	25,45000000	  1910,186	    40,0
10-12-2023 22:51:12	25,45083333	  1926,232	    40,0
10-12-2023 22:51:15	25,45166667	  1889,254	    40,0
10-12-2023 22:51:18	25,45250000	  1932,046	    40,0
10-12-2023 22:51:21	25,45333333	  1876,009	    40,0
10-12-2023 22:51:24	25,45416667	  1930,374	    40,0
10-12-2023 22:51:27	25,45500000	  1895,066	    40,0
10-12-2023 22:51:30	25,45583333	  1936,392	    40,0
10-12-2023 22:51:33	25,45666667	  1925,155	    40,0
10-12-2023 22:51:36	25,45750000	  1910,445	    40,0
10-12-2023 22:51:39	25,45833333	  1921,812	    40,0
10-12-2023 22:51:42	25,45916667	  1878,684	    40,0
10-12-2023 22:51:45	25,46000000	  1935,853	    40,0
10-12-2023 22:51:48	25,46083333	  1886,168	    40,1
10-12-2023 22:51:51	25,46166667	  1941,667	    40,1
10-12-2023 22:51:54	25,46250000	  1897,869	    40,1
10-12-2023 22:51:57	25,46333333	  1923,948	    40,1
10-12-2023 22:52:00	25,46416667	  1922,610	    40,1
10-12-2023 22:52:03	25,46500000	  1907,231	    40,1
10-12-2023 22:52:06	25,46583333	  1935,984	    40,1
10-12-2023 22:52:09	25,46666667	  1876,266	    40,1
10-12-2023 22:52:12	25,46750000	  1928,294	    40,1
10-12-2023 22:52:15	25,46833333	  1881,281	    40,1
10-12-2023 22:52:18	25,46916667	  1944,472	    40,1
10-12-2023 22:52:21	25,47000000	  1914,511	    40,1
10-12-2023 22:52:24	25,47083333	  1927,086	    40,1
10-12-2023 22:52:27	25,47166667	  1922,071	    40,1
10-12-2023 22:52:30	25,47250000	  1892,649	    40,1
10-12-2023 22:52:33	25,47333333	  1934,238	    40,1
10-12-2023 22:52:36	25,47416667	  1881,075	    40,1
10-12-2023 22:52:39	25,47500000	  1940,126	    40,1
10-12-2023 22:52:42	25,47583333	  1884,084	    40,1
10-12-2023 22:52:45	25,47666667	  1933,235	    40,1
10-12-2023 22:52:48	25,47750000	  1912,170	    40,1
10-12-2023 22:52:51	25,47833333	  1929,223	    40,1
10-12-2023 22:52:54	25,47916667	  1937,043	    40,1
10-12-2023 22:52:57	25,48000000	  1893,781	    40,1
10-12-2023 22:53:00	25,48083333	  1926,343	    40,1
10-12-2023 22:53:03	25,48166667	  1875,519	    40,1
10-12-2023 22:53:06	25,48250000	  1946,740	    40,1
10-12-2023 22:53:09	25,48333333	  1902,603	    40,1
10-12-2023 22:53:12	25,48416667	  1941,259	    40,1
10-12-2023 22:53:15	25,48500000	  1913,303	    40,1
10-12-2023 22:53:18	25,48583333	  1915,309	    40,1
10-12-2023 22:53:21	25,48666667	  1933,161	    40,2
10-12-2023 22:53:24	25,48750000	  1893,370	    40,2
10-12-2023 22:53:27	25,48833333	  1937,377	    40,1
10-12-2023 22:53:30	25,48916667	  1876,188	    40,1
10-12-2023 22:53:33	25,49000000	  1933,031	    40,1
10-12-2023 22:53:36	25,49083333	  1896,045	    40,2
10-12-2023 22:53:39	25,49166667	  1941,186	    40,2
10-12-2023 22:53:42	25,49250000	  1929,483	    40,2
10-12-2023 22:53:45	25,49333333	  1908,751	    40,2
10-12-2023 22:53:48	25,49416667	  1927,476	    40,2
10-12-2023 22:53:51	25,49500000	  1878,657	    40,2
10-12-2023 22:53:54	25,49583333	  1937,842	    40,2
10-12-2023 22:53:57	25,49666667	  1885,010	    40,2
10-12-2023 22:54:00	25,49750000	  1942,189	    40,2
10-12-2023 22:54:03	25,49833333	  1895,376	    40,2
10-12-2023 22:54:06	25,49916667	  1924,467	    40,2
10-12-2023 22:54:09	25,50000000	  1922,925	    40,2
10-12-2023 22:54:12	25,50083333	  1911,092	    40,2
10-12-2023 22:54:15	25,50166667	  1935,167	    40,2
10-12-2023 22:54:18	25,50250000	  1876,651	    40,2
10-12-2023 22:54:21	25,50333333	  1923,798	    40,2
10-12-2023 22:54:24	25,50416667	  1867,622	    40,2
10-12-2023 22:54:27	25,50500000	  1938,177	    40,2
10-12-2023 22:54:30	25,50583333	  1908,082	    40,2
10-12-2023 22:54:33	25,50666667	  1925,340	    40,1
10-12-2023 22:54:36	25,50750000	  1917,111	    40,2
10-12-2023 22:54:39	25,50833333	  1892,238	    40,1
10-12-2023 22:54:42	25,50916667	  1928,145	    40,2
10-12-2023 22:54:45	25,51000000	  1878,991	    40,2
10-12-2023 22:54:48	25,51083333	  1936,839	    40,2
10-12-2023 22:54:51	25,51166667	  1878,991	    40,2
10-12-2023 22:54:54	25,51250000	  1930,021	    40,1
10-12-2023 22:54:57	25,51333333	  1906,745	    40,2
10-12-2023 22:55:00	25,51416667	  1928,684	    40,1
10-12-2023 22:55:03	25,51500000	  1933,699	    40,1
10-12-2023 22:55:06	25,51583333	  1894,244	    40,1
10-12-2023 22:55:09	25,51666667	  1923,668	    40,1
10-12-2023 22:55:12	25,51750000	  1872,510	    40,1
10-12-2023 22:55:15	25,51833333	  1942,263	    40,1
10-12-2023 22:55:18	25,51916667	  1896,250	    40,1
10-12-2023 22:55:21	25,52000000	  1939,718	    40,1
10-12-2023 22:55:24	25,52083333	  1909,625	    40,1
10-12-2023 22:55:27	25,52166667	  1914,306	    40,1
10-12-2023 22:55:30	25,52250000	  1931,359	    40,1
10-12-2023 22:55:33	25,52333333	  1894,244	    40,1
10-12-2023 22:55:36	25,52416667	  1936,709	    40,1
10-12-2023 22:55:39	25,52500000	  1875,854	    40,1
10-12-2023 22:55:42	25,52583333	  1933,569	    40,1
10-12-2023 22:55:45	25,52666667	  1894,913	    40,1
10-12-2023 22:55:48	25,52750000	  1943,062	    40,1
10-12-2023 22:55:51	25,52833333	  1928,015	    40,1
10-12-2023 22:55:54	25,52916667	  1918,189	    40,1
10-12-2023 22:55:57	25,53000000	  1927,551	    40,1
10-12-2023 22:56:00	25,53083333	  1883,081	    40,1
10-12-2023 22:56:03	25,53166667	  1937,916	    40,1
10-12-2023 22:56:06	25,53250000	  1885,422	    40,1
10-12-2023 22:56:09	25,53333333	  1944,603	    40,1
10-12-2023 22:56:12	25,53416667	  1895,787	    40,1
10-12-2023 22:56:15	25,53500000	  1929,557	    40,1
10-12-2023 22:56:18	25,53583333	  1925,210	    40,1
10-12-2023 22:56:21	25,53666667	  1917,520	    40,1
10-12-2023 22:56:24	25,53750000	  1938,919	    40,1
10-12-2023 22:56:27	25,53833333	  1881,744	    40,1
10-12-2023 22:56:30	25,53916667	  1929,093	    40,1
10-12-2023 22:56:33	25,54000000	  1881,410	    40,1
10-12-2023 22:56:36	25,54083333	  1946,479	    40,1
10-12-2023 22:56:39	25,54166667	  1912,375	    40,1
10-12-2023 22:56:42	25,54250000	  1934,108	    40,1
10-12-2023 22:56:45	25,54333333	  1922,740	    40,1
10-12-2023 22:56:48	25,54416667	  1901,342	    40,1
10-12-2023 22:56:51	25,54500000	  1934,572	    40,1
10-12-2023 22:56:54	25,54583333	  1883,956	    40,1
10-12-2023 22:56:57	25,54666667	  1941,129	    40,1
10-12-2023 22:57:00	25,54750000	  1882,284	    40,1
10-12-2023 22:57:03	25,54833333	  1934,646	    40,1
10-12-2023 22:57:06	25,54916667	  1909,700	    40,1
10-12-2023 22:57:09	25,55000000	  1934,312	    40,1
10-12-2023 22:57:12	25,55083333	  1936,318	    40,1
10-12-2023 22:57:15	25,55166667	  1900,081	    40,0
10-12-2023 22:57:18	25,55250000	  1926,622	    40,1
10-12-2023 22:57:21	25,55333333	  1875,469	    40,1
10-12-2023 22:57:24	25,55416667	  1943,543	    40,0
10-12-2023 22:57:27	25,55500000	  1895,400	    40,0
10-12-2023 22:57:30	25,55583333	  1942,075	    40,0
10-12-2023 22:57:33	25,55666667	  1909,776	    40,0
10-12-2023 22:57:36	25,55750000	  1918,339	    40,0
10-12-2023 22:57:39	25,55833333	  1931,507	    40,0
10-12-2023 22:57:42	25,55916667	  1897,946	    40,0
10-12-2023 22:57:45	25,56000000	  1937,729	    40,0
10-12-2023 22:57:48	25,56083333	  1875,753	    40,0
10-12-2023 22:57:51	25,56166667	  1933,253	    40,0
10-12-2023 22:57:54	25,56250000	  1892,134	    40,0
10-12-2023 22:57:57	25,56333333	  1944,154	    40,0
10-12-2023 22:58:00	25,56416667	  1925,768	    40,0
10-12-2023 22:58:03	25,56500000	  1920,624	    40,0
10-12-2023 22:58:06	25,56583333	  1927,309	    40,0
10-12-2023 22:58:09	25,56666667	  1884,522	    40,0
10-12-2023 22:58:12	25,56750000	  1936,873	    40,0
10-12-2023 22:58:15	25,56833333	  1883,056	    40,0
10-12-2023 22:58:18	25,56916667	  1943,428	    39,9
10-12-2023 22:58:21	25,57000000	  1893,290	    39,9
10-12-2023 22:58:24	25,57083333	  1929,259	    39,9
10-12-2023 22:58:27	25,57166667	  1922,240	    39,9
10-12-2023 22:58:30	25,57250000	  1919,436	    39,9
10-12-2023 22:58:33	25,57333333	  1938,488	    39,9
10-12-2023 22:58:36	25,57416667	  1883,005	    39,9
10-12-2023 22:58:39	25,57500000	  1927,662	    39,9
10-12-2023 22:58:42	25,57583333	  1877,400	    39,8
10-12-2023 22:58:45	25,57666667	  1946,916	    39,8
10-12-2023 22:58:48	25,57750000	  1908,816	    39,8
10-12-2023 22:58:51	25,57833333	  1934,754	    39,8
10-12-2023 22:58:54	25,57916667	  1921,386	    39,8
10-12-2023 22:58:57	25,58000000	  1903,879	    39,8
10-12-2023 22:59:00	25,58083333	  1933,491	    39,8
10-12-2023 22:59:03	25,58166667	  1884,033	    39,8
10-12-2023 22:59:06	25,58250000	  1939,042	    39,8
10-12-2023 22:59:09	25,58333333	  1879,226	    39,8
10-12-2023 22:59:12	25,58416667	  1933,899	    39,8
10-12-2023 22:59:15	25,58500000	  1906,369	    39,7
10-12-2023 22:59:18	25,58583333	  1934,771	    39,7
10-12-2023 22:59:21	25,58666667	  1934,771	    39,7
10-12-2023 22:59:24	25,58750000	  1902,435	    39,7
10-12-2023 22:59:27	25,58833333	  1925,823	    39,7
10-12-2023 22:59:30	25,58916667	  1874,908	    39,7
10-12-2023 22:59:33	25,59000000	  1941,396	    39,7
10-12-2023 22:59:36	25,59083333	  1892,821	    39,7
10-12-2023 22:59:39	25,59166667	  1941,469	    39,6
10-12-2023 22:59:42	25,59250000	  1905,593	    39,6
10-12-2023 22:59:45	25,59333333	  1919,290	    39,6
10-12-2023 22:59:48	25,59416667	  1929,980	    39,6
10-12-2023 22:59:51	25,59500000	  1899,784	    39,6
10-12-2023 22:59:54	25,59583333	  1936,067	    39,6
10-12-2023 22:59:57	25,59666667	  1873,804	    39,5
10-12-2023 23:00:00	25,59750000	  1931,129	    39,5
10-12-2023 23:00:03	25,59833333	  1889,375	    39,5
10-12-2023 23:00:06	25,59916667	  1943,692	    39,5
10-12-2023 23:00:09	25,60000000	  1926,657	    39,5
10-12-2023 23:00:12	25,60083333	  1921,053	    39,5
10-12-2023 23:00:15	25,60166667	  1925,395	    39,5
10-12-2023 23:00:18	25,60250000	  1885,186	    39,5
10-12-2023 23:00:21	25,60333333	  1934,950	    39,5
10-12-2023 23:00:24	25,60416667	  1880,921	    39,4
10-12-2023 23:00:27	25,60500000	  1941,238	    39,4
10-12-2023 23:00:30	25,60583333	  1889,809	    39,4
10-12-2023 23:00:33	25,60666667	  1929,289	    39,3
10-12-2023 23:00:36	25,60750000	  1919,401	    39,4
10-12-2023 23:00:39	25,60833333	  1920,143	    39,3
10-12-2023 23:00:42	25,60916667	  1933,166	    39,3
10-12-2023 23:00:45	25,61000000	  1897,975	    39,3
10-12-2023 23:00:48	25,61083333	  1929,232	    39,3
10-12-2023 23:00:51	25,61166667	  1878,146	    39,3
10-12-2023 23:00:54	25,61250000	  1936,651	    39,3
10-12-2023 23:00:57	25,61333333	  1883,770	    39,2
10-12-2023 23:01:00	25,61416667	  1941,862	    39,2
10-12-2023 23:01:03	25,61500000	  1896,327	    39,2
10-12-2023 23:01:06	25,61583333	  1925,242	    39,2
